INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,f,1,1.8019,space,0.8997,0,5,5,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,j,1,1.161,space,1.4393,0,6,6,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,j,1,1.075,space,1.7362,0,7,7,5,1,A truck is an animal,j,,,,,,,,,,,,,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,j,0,1.1324,space,1.1245,0,8,8,0,1,A circle is a shape,f,,,,,,,,,,,,,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,j,1,1.5724,space,1.0196,0,9,9,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.3589,,,,,,,,,f,0,2.4173,,0,0,0,116,1,Fish cannot swim in the ocean,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8955,,,,,,,,,j,1,1.8509,,0,1,1,41,1,The number five is infinite,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.0602,,,,,,,,,j,1,1.2212,,0,2,2,62,1,Helicopters reproduce,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7601,,,,,,,,,f,1,1.6744,,0,3,3,2,1,A minute has an end,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8929,,,,,,,,,j,0,1.1643,,0,4,4,90,1,A triangle is not an animal,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9955,,,,,,,,,f,1,1.6764,,0,5,5,101,1,Jupiter is in our solar system,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8078,,,,,,,,,f,0,1.6364,,0,6,6,18,1,Time has an end,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6685,,,,,,,,,j,1,1.5165,,0,7,7,43,1,The number five is endless,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8583,,,,,,,,,f,1,2.0943,,0,8,8,75,1,Frost is composed of matter,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8039,,,,,,,,,f,1,1.5224,,0,9,9,57,1,Rocks have a molecular structure,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8036,,,,,,,,,f,1,1.9572,,0,10,10,7,1,A minute can always be further divided,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7563,,,,,,,,,f,1,1.0931,,0,11,11,21,1,Time can go on forever,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.4387,,,,,,,,,j,1,1.253,,0,12,12,121,1,Jupiter is the planet we live on,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8055,,,,,,,,,j,1,1.0336,,0,13,13,79,1,Forks are alive,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.2096,,,,,,,,,j,1,1.1211,,0,14,14,113,1,Magenta is a shape,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.198,,,,,,,,,f,1,1.2039,,0,15,15,88,1,This sentence is written in English,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8162,,,,,,,,,f,1,1.3438,,0,16,16,104,1,The United States has a president,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7627,,,,,,,,,j,1,1.7988,,0,17,17,16,1,Time is finite,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6756,,,,,,,,,f,1,1.7562,,0,18,18,74,1,Foam is composed of matter,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.0097,,,,,,,,,f,1,1.2631,,0,19,19,0,1,A minute is finite,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7195,,,,,,,,,f,1,1.0782,,0,20,20,19,1,Time is endless,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.0732,,,,,,,,,f,0,2.1253,,0,21,21,46,1,The number five cannot always be further divided,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8904,,,,,,,,,j,1,1.5135,,0,22,22,126,1,Humans can breathe water,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.1623,,,,,,,,,j,1,1.7051,,0,23,23,87,1,Dreams have a molecular structure,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.3767,,,,,,,,,j,1,1.2775,,0,24,24,127,1,A zebra is used to write,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7136,,,,,,,,,j,1,1.4339,,0,25,25,81,1,Tables reproduce,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.3476,,,,,,,,,f,0,1.2996,,0,26,26,9,1,An inch is infinite,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.7259,,,,,,,,,f,1,1.3634,,0,27,27,105,1,There are fifty states in the United States,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8607,,,,,,,,,f,0,1.5336,,0,28,28,32,1,Numbers are finite,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.5597,,,,,,,,,f,1,1.274,,0,29,29,71,1,Oaks reproduce,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8768,,,,,,,,,f,1,1.0735,,0,30,30,52,1,Frogs reproduce,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6718,,,,,,,,,f,1,0.9375,,0,31,31,92,1,Dinosaurs are extinct,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.157,,,,,,,,,f,1,1.2141,,0,32,32,23,1,Time can always be further divided,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6219,,,,,,,,,f,1,1.5285,,0,33,33,39,1,Numbers can always be further divided,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9175,,,,,,,,,f,1,1.031,,0,34,34,48,1,Crocodiles are alive,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6765,,,,,,,,,f,1,1.6251,,0,35,35,47,1,The number five can always be further divided,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8188,,,,,,,,,f,1,1.1663,,0,36,36,107,1,A pencil is used to write,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.0726,,,,,,,,,j,1,0.9384,,0,37,37,115,1,Yellow is an animal,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8919,,,,,,,,,j,1,1.4291,,0,38,38,123,1,Mississippi is a country,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8438,,,,,,,,,f,1,1.474,,0,39,39,106,1,Humans cannot breathe water,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,2.8166,,,,,,,,,j,1,1.2188,space,0,40,40,86,1,Words have a molecular structure,j,0.7216,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.06,,,,,,,,,j,1,1.5324,,0,41,41,108,1,This sentence is written in Spanish,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9839,,,,,,,,,f,1,1.536,,0,42,42,29,1,Space can go on forever,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7859,,,,,,,,,j,1,1.1243,,0,43,43,114,1,Lightbulbs are made of clay,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8545,,,,,,,,,f,1,1.4568,,0,44,44,94,1,Orange is a color,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.851,,,,,,,,,j,1,1.5646,,0,45,45,117,1,Dolphins cannot swim in the ocean,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7212,,,,,,,,,j,1,1.5527,,0,46,46,119,1,A motorcycle is a person,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7179,,,,,,,,,f,1,1.6917,,0,47,47,77,1,Saliva has a molecular structure,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7589,,,,,,,,,j,1,1.937,,0,48,48,84,1,Silence is composed of matter,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8787,,,,,,,,,j,1,0.9973,,0,49,49,78,1,Hammers are alive,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9766,,,,,,,,,f,0,1.0718,,0,50,50,24,1,Space is finite,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7595,,,,,,,,,j,1,1.8433,,0,51,51,1,1,A minute is infinite,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.3371,,,,,,,,,j,1,1.5713,,0,52,52,80,1,Mittens need nutrients,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7941,,,,,,,,,f,1,1.5959,,0,53,53,91,1,A circle is a shape,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8143,,,,,,,,,f,1,1.4,,0,54,54,55,1,Concrete is composed of matter,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7157,,,,,,,,,f,1,1.2534,,0,55,55,89,1,A square is a shape,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9304,,,,,,,,,f,1,1.3421,,0,56,56,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7665,,,,,,,,,j,1,1.342,,0,57,57,26,1,Space has an end,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.6591,,,,,,,,,f,1,1.2186,,0,58,58,68,1,Algae is alive,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7176,,,,,,,,,f,1,1.1646,,0,59,59,103,1,The United States is a country,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6429,,,,,,,,,f,1,1.3809,,0,60,60,54,1,Dumbells are composed of matter,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.836,,,,,,,,,j,1,1.0308,,0,61,61,58,1,Clocks are alive,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8676,,,,,,,,,j,1,1.2115,,0,62,62,111,1,A circle is a flavor,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8967,,,,,,,,,j,1,1.5824,,0,63,63,5,1,A minute can go on forever,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.2585,,,,,,,,,f,1,2.1347,,0,64,64,93,1,Magenta is a color,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.6597,,,,,,,,,j,1,2.038,,0,65,65,125,1,There are ninty states in the United States,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.4793,,,,,,,,,j,1,1.6179,,0,66,66,65,1,Shadows are composed of matter,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9195,,,,,,,,,j,1,1.6538,,0,67,67,45,1,The number five can go on forever,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6654,,,,,,,,,f,1,1.6575,,0,68,68,40,1,The number five is finite,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8028,,,,,,,,,j,1,1.6949,,0,69,69,82,1,Stones reproduce,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9187,,,,,,,,,f,1,1.5126,,0,70,70,8,1,An inch is finite,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.5589,,,,,,,,,j,0,2.7677,,0,71,71,44,1,The number five cannot go on forever,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.9519,,,,,,,,,f,0,1.9148,,0,72,72,6,1,A minute cannot always be further divided,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7625,,,,,,,,,f,1,1.4422,,0,73,73,42,1,The number five has an end,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7517,,,,,,,,,f,1,1.1667,,0,74,74,102,1,The Earth is a planet,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8018,,,,,,,,,f,1,1.5284,,0,75,75,37,1,Numbers can go on forever,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7199,,,,,,,,,f,1,1.1654,,0,76,76,35,1,Numbers are endless,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.6651,,,,,,,,,j,1,1.1655,,0,77,77,59,1,Comets are alive,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,1.9301,,,,,,,,,j,1,1.4142,,0,78,78,109,1,A square is a color,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.8525,,,,,,,,,j,1,1.5825,,0,79,79,60,1,Robots need nutrients,j,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,space,0.7189,,,,,,,,,f,1,1.3409,,0,80,80,25,1,Space is infinite,f,,
,,,,,,,,3526,2022-04-06_19h07.19.757,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,30.16409266,,,,,,,,,,,,,,,,,,,,,,,,,,
