INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,7.8223,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,7.224,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,5.3552,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.9877,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.7896,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,j,1,0.9812,space,0.7605,0,0,0,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,f,1,0.9776,space,0.6924,0,1,1,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,f,1,1.0384,space,0.8068,0,2,2,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,f,1,0.9558,space,0.5586,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,f,1,1.5897,space,0.6077,0,4,4,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,j,1,0.8356,space,0.4133,0,5,5,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,j,1,1.0569,space,0.3288,0,6,6,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,j,1,0.9745,space,0.373,0,7,7,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,j,1,1.1758,space,0.3727,0,8,8,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,f,1,0.8536,space,0.3405,0,9,9,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.4046,,,,,,,,space,1.7697,j,1,0.8524,,0,0,0,113,1,Magenta is a shape,j,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.3433,,,,,,,,,,f,1,0.7897,,0,1,1,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.3604,,,,,,,,,,f,1,0.9867,,0,2,2,105,1,There are fifty states in the United States,f,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.7392,,,,,,,,,,j,1,1.9417,,0,3,3,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.373,,,,,,,,,,f,1,0.9218,,0,4,4,88,1,This sentence is written in English,f,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.3394,,,,,,,,,,j,1,0.8705,,0,5,5,108,1,This sentence is written in Spanish,j,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.2892,,,,,,,,,,f,1,0.8746,,0,6,6,49,1,Pelicans are alive,f,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.2613,,,,,,,,,,j,1,0.9548,,0,7,7,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.261,,,,,,,,,,f,1,0.7207,,0,8,8,98,1,A clock is used to tell time,f,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.3886,,,,,,,,,,f,1,1.3205,,0,9,9,15,1,An inch can be always further divided,f,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.2962,,,,,,,,,,j,1,0.9085,,0,10,10,80,1,Mittens need nutrients,j,,,
,,,,,,,,9797,2022-04-06_19h08.43.119,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.96282305,,,,space,0.2617,,,,,,,,,,f,1,0.9372,,0,11,11,106,1,Humans cannot breathe water,f,,,
