INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,f,0,space,0.8674,0,5,5,5,1,A truck is an animal,j,0.4052,,,,,,,,,,,,,,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,f,1,space,0.5877,0,6,6,2,1,Magenta is a color,f,0.2665,,,,,,,,,,,,,,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,j,0,space,0.5668,0,7,7,3,1,A clock is used to tell time,f,0.1502,,,,,,,,,,,,,,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,f,0,space,0.3035,0,8,8,9,1,Humans cannot eat food,j,0.0666,,,,,,,,,,,,,,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,f,1,space,0.5336,0,9,9,4,1,Humans cannot breathe water,f,0.1257,,,,,,,,,,,,,,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.9337,,,,,,,,,space,0.05,j,1,0.3647,,0,0,0,45,1,The number five can go on forever,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0056,,,,,,,,,,,j,1,0.3828,,0,1,1,3,1,A minute is endless,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.854,,,,,,,,,,,f,0,0.0728,,0,2,2,1,1,A minute is infinite,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2834,,,,,,,,,,,f,1,0.1667,,0,3,3,107,1,A pencil is used to write,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.109,,,,,,,,,,,j,1,0.0864,,0,4,4,113,1,Magenta is a shape,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2329,,,,,,,,,,,f,1,0.2833,,0,5,5,105,1,There are fifty states in the United States,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0732,,,,,,,,,,,j,1,0.153,,0,6,6,82,1,Stones reproduce,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0071,,,,,,,,,,,f,1,0.104,,0,7,7,90,1,A triangle is not an animal,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0169,,,,,,,,,,,f,0,0.0834,,0,8,8,36,1,Numbers cannot go on forever,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0066,,,,,,,,,,,f,0,0.0333,,0,9,9,79,1,Forks are alive,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2174,,,,,,,,,,,f,1,0.0332,,0,10,10,49,1,Pelicans are alive,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.6671,,,,,,,,,,,f,1,0.1725,,0,11,11,23,1,Time can always be further divided,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0589,,,,,,,,,,,j,1,0.0542,,0,12,12,60,1,Robots need nutrients,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0672,,,,,,,,,,,j,0,0.0998,,0,13,13,91,1,A circle is a shape,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0005,,,,,,,,,,,j,0,0.0186,,0,14,14,69,1,Bacteria are alive,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0669,,,,,,,,,,,j,1,0.0384,,0,15,15,108,1,This sentence is written in Spanish,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.7361,,,,,,,,,,,f,1,0.0507,,0,16,16,27,1,Space is endless,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0005,,,,,,,,,,,f,0,0.1517,,0,17,17,87,1,Dreams have a molecular structure,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0073,,,,,,,,,,,j,1,0.169,,0,18,18,9,1,An inch is infinite,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0024,,,,,,,,,,,f,0,0.0666,,0,19,19,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1731,,,,,,,,,,,j,1,0.0219,,0,20,20,28,1,Space cannot go on forever,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1841,,,,,,,,,,,f,1,0.0498,,0,21,21,40,1,The number five is finite,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1734,,,,,,,,,,,f,0,0.0166,,0,22,22,18,1,Time has an end,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.17,,,,,,,,,,,f,0,0.0161,,0,23,23,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.184,,,,,,,,,,,f,0,0.0351,,0,24,24,30,1,Space cannot always be further divided,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0503,,,,,,,,,,,j,0,0.0045,,0,25,25,55,1,Concrete is composed of matter,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0086,,,,,,,,,,,f,0,0.0263,,0,26,26,58,1,Clocks are alive,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0004,,,,,,,,,,,f,1,0.0375,,0,27,27,93,1,Magenta is a color,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1546,,,,,,,,,,,f,0,0.0333,,0,28,28,61,1,Sailboats reproduce,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0006,,,,,,,,,,,f,0,0.0339,,0,29,29,81,1,Tables reproduce,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.004,,,,,,,,,,,f,1,0.0533,,0,30,30,74,1,Foam is composed of matter,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2005,,,,,,,,,,,f,1,0.0536,,0,31,31,4,1,A minute cannot go on forever,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2004,,,,,,,,,,,f,0,0.0925,,0,32,32,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1762,,,,,,,,,,,f,1,0.0902,,0,33,33,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1906,,,,,,,,,,,j,1,0.1245,,0,34,34,119,1,A motorcycle is a person,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1839,,,,,,,,,,,f,1,0.0997,,0,35,35,71,1,Oaks reproduce,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.974,,,,,,,,,,,j,0,0.0198,,0,36,36,47,1,The number five can always be further divided,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2674,,,,,,,,,,,j,1,0.0671,,0,37,37,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.9172,,,,,,,,,,,f,0,0.0913,,0,38,38,62,1,Helicopters reproduce,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0406,,,,,,,,,,,f,1,0.1329,,0,39,39,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.4218,,,,,,,,,,,f,0,0.0858,space,0,40,40,127,1,A zebra is used to write,j,1.6,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1766,,,,,,,,,,,f,0,0.0034,,0,41,41,24,1,Space is finite,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2103,,,,,,,,,,,f,1,0.119,,0,42,42,0,1,A minute is finite,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1837,,,,,,,,,,,j,0,0.138,,0,43,43,19,1,Time is endless,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0049,,,,,,,,,,,j,1,0.04,,0,44,44,110,1,A triangle is an animal,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0106,,,,,,,,,,,f,1,0.0691,,0,45,45,31,1,Space can always be further divided,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0005,,,,,,,,,,,j,1,0.1355,,0,46,46,122,1,The Earth is a star,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1758,,,,,,,,,,,f,1,0.0746,,0,47,47,100,1,A truck is a vehicle,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0004,,,,,,,,,,,j,0,0.1741,,0,48,48,8,1,An inch is finite,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0174,,,,,,,,,,,j,1,0.0387,,0,49,49,64,1,Echoes are composed of matter,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1535,,,,,,,,,,,j,0,0.0247,,0,50,50,72,1,Mushrooms reproduce,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1003,,,,,,,,,,,j,0,0.0493,,0,51,51,98,1,A clock is used to tell time,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.004,,,,,,,,,,,j,1,0.1021,,0,52,52,43,1,The number five is endless,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0009,,,,,,,,,,,j,1,0.1519,,0,53,53,59,1,Comets are alive,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1881,,,,,,,,,,,j,1,0.0166,,0,54,54,11,1,An inch is endless,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2072,,,,,,,,,,,f,0,0.0917,,0,55,55,124,1,The president of the United States is Oprah,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.7387,,,,,,,,,,,f,1,0.0856,,0,56,56,101,1,Jupiter is in our solar system,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.8695,,,,,,,,,,,j,0,0.1222,,0,57,57,88,1,This sentence is written in English,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2674,,,,,,,,,,,j,0,0.1663,,0,58,58,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1369,,,,,,,,,,,j,1,0.1707,,0,59,59,16,1,Time is finite,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0667,,,,,,,,,,,j,1,0.0096,,0,60,60,14,1,An inch cannot always be further divided,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.5382,,,,,,,,,,,j,0,0.1007,,0,61,61,106,1,Humans cannot breathe water,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.6009,,,,,,,,,,,f,0,0.1331,,0,62,62,80,1,Mittens need nutrients,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.251,,,,,,,,,,,j,1,0.1064,,0,63,63,63,1,Color can be put in a container,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1262,,,,,,,,,,,j,0,0.0919,,0,64,64,96,1,Fish can swim in the ocean,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.369,,,,,,,,,,,f,1,0.0668,,0,65,65,57,1,Rocks have a molecular structure,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.4381,,,,,,,,,,,j,1,0.0249,,0,66,66,13,1,An inch can go on forever,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0056,,,,,,,,,,,f,1,0.1553,,0,67,67,53,1,Bricks can be put in a container,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2072,,,,,,,,,,,f,0,0.1235,,0,68,68,5,1,A minute can go on forever,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.5007,,,,,,,,,,,j,0,0.0015,,0,69,69,51,1,Tigers reproduce,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.188,,,,,,,,,,,f,1,0.0498,,0,70,70,39,1,Numbers can always be further divided,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0004,,,,,,,,,,,j,0,0.0831,,0,71,71,12,1,An inch cannot go on forever,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.1771,,,,,,,,,,,j,1,0.1492,,0,72,72,125,1,There are ninty states in the United States,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.184,,,,,,,,,,,f,1,0.1391,,0,73,73,54,1,Dumbells are composed of matter,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.384,,,,,,,,,,,j,1,0.0346,,0,74,74,126,1,Humans can breathe water,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0682,,,,,,,,,,,j,1,0.0664,,0,75,75,123,1,Mississippi is a country,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.017,,,,,,,,,,,f,0,0.1584,,0,76,76,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.6083,,,,,,,,,,,j,1,0.1895,,0,77,77,84,1,Silence is composed of matter,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.2,,,,,,,,,,,f,0,0.085,,0,78,78,83,1,Songs can be put in a container,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0503,,,,,,,,,,,j,1,0.068,,0,79,79,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,space,0.0071,,,,,,,,,,,f,1,0.0062,,0,80,80,68,1,Algae is alive,f,,,
,,,,,,,,4655,2022-04-06_16h34.48.288,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.99160118,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1973
