INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,4.7842,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.7518,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,6.4121,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.2596,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,7.6692,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,0,space,1.9526,0,0,0,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,f,1,space,1.9809,0,1,1,0,1,A circle is a shape,f,1.7325,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,f,1,space,0.7364,0,2,2,3,1,A clock is used to tell time,f,1.7559,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,0,space,0.889,0,3,3,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,f,1,space,0.4517,0,4,4,1,1,Dinosaurs are extinct,f,1.113,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,j,1,space,0.3806,0,5,5,6,1,Jupiter is the planet we live on,j,1.2733,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,j,1,space,0.174,0,6,6,7,1,The Earth is a star,j,1.3026,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,j,1,space,0.1142,0,7,7,9,1,Humans cannot eat food,j,1.3055,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,f,1,space,0.1475,0,8,8,2,1,Magenta is a color,f,0.8285,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,j,1,space,0.089,0,9,9,5,1,A truck is an animal,j,0.8672,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.1131,,,,,,,,,space,0.24,j,1,1.7982,,0,0,0,1,1,A minute is infinite,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.2326,,,,,,,,,,,f,0,3.1306,,0,1,1,28,1,Space cannot go on forever,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0947,,,,,,,,,,,f,1,3.4772,,0,2,2,12,1,An inch cannot go on forever,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.1617,,,,,,,,,,,j,1,2.0697,,0,3,3,66,1,Music has a molecular structure,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.1283,,,,,,,,,,,f,0,2.1247,,0,4,4,84,1,Silence is composed of matter,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.1047,,,,,,,,,,,f,1,3.7009,,0,5,5,31,1,Space can always be further divided,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0719,,,,,,,,,,,f,1,1.3948,,0,6,6,19,1,Time is endless,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0664,,,,,,,,,,,f,1,1.5081,,0,7,7,2,1,A minute has an end,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0614,,,,,,,,,,,f,1,1.5175,,0,8,8,105,1,There are fifty states in the United States,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0617,,,,,,,,,,,f,1,0.823,,0,9,9,91,1,A circle is a shape,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0443,,,,,,,,,,,f,1,1.5511,,0,10,10,33,1,Numbers are infinite,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.068,,,,,,,,,,,j,1,1.1488,,0,11,11,60,1,Robots need nutrients,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.118,,,,,,,,,,,j,0,2.1905,,0,12,12,4,1,A minute cannot go on forever,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0774,,,,,,,,,,,f,1,2.5521,,0,13,13,70,1,Grass needs nutrients,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0196,,,,,,,,,,,j,1,1.8427,,0,14,14,16,1,Time is finite,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0926,,,,,,,,,,,f,1,1.0795,,0,15,15,98,1,A clock is used to tell time,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0764,,,,,,,,,,,f,1,0.6277,,0,16,16,92,1,Dinosaurs are extinct,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0989,,,,,,,,,,,f,1,0.6816,,0,17,17,89,1,A square is a shape,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0651,,,,,,,,,,,j,1,0.8189,,0,18,18,120,1,A truck is an animal,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0608,,,,,,,,,,,f,1,1.6278,,0,19,19,90,1,A triangle is not an animal,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0602,,,,,,,,,,,f,1,1.3987,,0,20,20,72,1,Mushrooms reproduce,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0504,,,,,,,,,,,j,0,2.4378,,0,21,21,42,1,The number five has an end,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0519,,,,,,,,,,,f,1,1.2591,,0,22,22,25,1,Space is infinite,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0844,,,,,,,,,,,j,1,1.1482,,0,23,23,78,1,Hammers are alive,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0843,,,,,,,,,,,f,1,1.2664,,0,24,24,37,1,Numbers can go on forever,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0582,,,,,,,,,,,j,1,0.9864,,0,25,25,61,1,Sailboats reproduce,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0566,,,,,,,,,,,j,0,3.1243,,0,26,26,15,1,An inch can be always further divided,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0809,,,,,,,,,,,f,1,0.9779,,0,27,27,69,1,Bacteria are alive,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0722,,,,,,,,,,,f,0,1.1102,,0,28,28,13,1,An inch can go on forever,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0586,,,,,,,,,,,j,1,1.3483,,0,29,29,63,1,Color can be put in a container,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0663,,,,,,,,,,,j,1,1.2364,,0,30,30,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0773,,,,,,,,,,,j,1,2.2533,,0,31,31,86,1,Words have a molecular structure,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0736,,,,,,,,,,,f,1,1.0423,,0,32,32,35,1,Numbers are endless,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.1046,,,,,,,,,,,f,1,0.6383,,0,33,33,21,1,Time can go on forever,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.057,,,,,,,,,,,j,1,0.9298,,0,34,34,81,1,Tables reproduce,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0603,,,,,,,,,,,j,0,1.7388,,0,35,35,54,1,Dumbells are composed of matter,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0596,,,,,,,,,,,j,1,0.9184,,0,36,36,119,1,A motorcycle is a person,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0674,,,,,,,,,,,f,1,2.1892,,0,37,37,106,1,Humans cannot breathe water,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0735,,,,,,,,,,,j,1,1.2702,,0,38,38,34,1,Numbers have an end,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0587,,,,,,,,,,,j,1,0.8689,,0,39,39,110,1,A triangle is an animal,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.5696,,,,,,,,,,,f,1,1.0046,space,0,40,40,103,1,The United States is a country,f,0.1669,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0558,,,,,,,,,,,j,1,1.456,,0,41,41,9,1,An inch is infinite,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.1009,,,,,,,,,,,f,1,1.9209,,0,42,42,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0453,,,,,,,,,,,f,1,2.3576,,0,43,43,47,1,The number five can always be further divided,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0328,,,,,,,,,,,f,0,1.2771,,0,44,44,59,1,Comets are alive,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0417,,,,,,,,,,,f,1,0.9586,,0,45,45,107,1,A pencil is used to write,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0582,,,,,,,,,,,f,1,1.9937,,0,46,46,55,1,Concrete is composed of matter,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.1084,,,,,,,,,,,f,0,3.4678,,0,47,47,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0163,,,,,,,,,,,f,0,1.3745,,0,48,48,64,1,Echoes are composed of matter,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0695,,,,,,,,,,,j,1,0.8998,,0,49,49,113,1,Magenta is a shape,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0789,,,,,,,,,,,j,1,1.0818,,0,50,50,24,1,Space is finite,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0187,,,,,,,,,,,f,1,1.7717,,0,51,51,104,1,The United States has a president,f,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0508,,,,,,,,,,,f,0,1.5981,,0,52,52,85,1,Thoughts are composed of matter,j,,,
,,,,,,,,8966,2022-04-06_19h06.33.065,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.8641922,,,space,0.0626,,,,,,,,,,,j,1,1.4838,,0,53,53,124,1,The president of the United States is Oprah,j,,,
