INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,9.073,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.772,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,10.084,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.032,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.525,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,j,1,1.772,space,1.116,0,0,0,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,f,1,2.091,space,0.561,0,1,1,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,j,1,2.223,space,0.69,0,2,2,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,f,1,1.329,space,0.415,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,f,1,1.341,space,0.31,0,4,4,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,f,1,2.331,space,0.433,0,5,5,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,j,1,0.176,space,0.762,0,6,6,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,j,1,2.039,space,0.518,0,7,7,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,j,1,1.676,space,0.345,0,8,8,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,f,1,1.388,space,0.401,0,9,9,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.524,,,,,,,,,j,1,1.291,,0,0,0,111,1,A circle is a flavor,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.351,,,,,,,,,f,1,1.617,,0,1,1,105,1,There are fifty states in the United States,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.463,,,,,,,,,j,0,1.922,,0,2,2,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.492,,,,,,,,,j,1,1.737,,0,3,3,26,1,Space has an end,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.361,,,,,,,,,j,0,1.751,,0,4,4,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.407,,,,,,,,,j,1,1.558,,0,5,5,79,1,Forks are alive,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.426,,,,,,,,,j,1,1.673,,0,6,6,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.42,,,,,,,,,j,1,1.447,,0,7,7,110,1,A triangle is an animal,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.46,,,,,,,,,f,0,2.023,,0,8,8,32,1,Numbers are finite,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.44,,,,,,,,,f,1,2.092,,0,9,9,55,1,Concrete is composed of matter,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.425,,,,,,,,,j,1,3.477,,0,10,10,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.378,,,,,,,,,j,1,2.866,,0,11,11,41,1,The number five is infinite,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.382,,,,,,,,,f,1,2.058,,0,12,12,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.676,,,,,,,,,f,0,1.602,,0,13,13,5,1,A minute can go on forever,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.36,,,,,,,,,f,1,2.228,,0,14,14,71,1,Oaks reproduce,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.453,,,,,,,,,j,1,2.208,,0,15,15,13,1,An inch can go on forever,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.327,,,,,,,,,f,1,0.961,,0,16,16,102,1,The Earth is a planet,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.331,,,,,,,,,f,1,1.766,,0,17,17,74,1,Foam is composed of matter,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.313,,,,,,,,,f,1,0.983,,0,18,18,19,1,Time is endless,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.384,,,,,,,,,j,1,1.476,,0,19,19,124,1,The president of the United States is Oprah,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.4,,,,,,,,,j,1,1.313,,0,20,20,18,1,Time has an end,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.406,,,,,,,,,j,1,0.978,,0,21,21,78,1,Hammers are alive,j,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.433,,,,,,,,,j,0,1.815,,0,22,22,54,1,Dumbells are composed of matter,f,,,
,,,,,,,,2519,2022-04-06_19h39.45.078,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,7.500300012,,,,space,0.422,,,,,,,,,j,1,1.904,,0,23,23,126,1,Humans can breathe water,j,,,
