INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,9.2761,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,23.1544,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.3007,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.7078,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.3194,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,j,1,1.1971,space,1.5638,0,0,0,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,f,1,1.1514,space,1.0697,0,1,1,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,j,1,1.0281,space,0.8603,0,2,2,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,f,1,1.3345,space,0.9884,0,3,3,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,f,1,1.1634,space,0.6003,0,4,4,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,f,1,0.9366,space,0.5839,0,5,5,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,j,1,1.397,space,0.8416,0,6,6,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,f,1,1.6847,space,0.6516,0,7,7,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,j,1,2.9957,space,0.6337,0,8,8,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,j,1,1.6752,space,0.9368,0,9,9,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,space,0.6729,,,,,,,,space,6.4178,j,1,0.8812,,0,0,0,111,1,A circle is a flavor,j,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,space,0.6346,,,,,,,,,,j,1,1.072,,0,1,1,125,1,There are ninty states in the United States,j,,,
,,,,,,,,9813,2022-04-06_16h17.19.559,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.91611744,,,,space,0.4532,,,,,,,,,,j,1,0.9846,,0,2,2,121,1,Jupiter is the planet we live on,j,,,
