INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,j,1,1.733,space,8.986,0,7,7,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,f,1,1.301,space,1.717,0,8,8,0,1,A circle is a shape,f,,,,,,,,,,,,,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,f,1,1.356,space,3.334,0,9,9,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,2.454,,,,,,,,,f,1,1.93,,0,0,0,51,1,Tigers reproduce,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,2.099,,,,,,,,,j,1,1.384,,0,1,1,60,1,Robots need nutrients,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,3.12,,,,,,,,,j,1,2.184,,0,2,2,24,1,Space is finite,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,3.853,,,,,,,,,j,1,1.649,,0,3,3,16,1,Time is finite,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.619,,,,,,,,,j,1,1.38,,0,4,4,125,1,There are ninty states in the United States,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.369,,,,,,,,,j,1,1.32,,0,5,5,115,1,Yellow is an animal,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.083,,,,,,,,,f,1,1.469,,0,6,6,72,1,Mushrooms reproduce,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.118,,,,,,,,,j,1,1.217,,0,7,7,111,1,A circle is a flavor,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.419,,,,,,,,,j,0,1.27,,0,8,8,2,1,A minute has an end,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.508,,,,,,,,,j,1,1.537,,0,9,9,84,1,Silence is composed of matter,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.184,,,,,,,,,f,1,0.935,,0,10,10,102,1,The Earth is a planet,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.885,,,,,,,,,f,1,1.851,,0,11,11,73,1,Bubbles can be put in a container,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.867,,,,,,,,,f,1,1.102,,0,12,12,95,1,Yellow is a color,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.837,,,,,,,,,j,1,1.051,,0,13,13,78,1,Hammers are alive,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.918,,,,,,,,,j,1,0.997,,0,14,14,119,1,A motorcycle is a person,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.868,,,,,,,,,f,1,1.085,,0,15,15,105,1,There are fifty states in the United States,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.814,,,,,,,,,j,1,1.219,,0,16,16,58,1,Clocks are alive,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.967,,,,,,,,,f,0,1.7,,0,17,17,14,1,An inch cannot always be further divided,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.718,,,,,,,,,f,1,1.119,,0,18,18,27,1,Space is endless,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.785,,,,,,,,,j,1,1.269,,0,19,19,118,1,A horse is used to tell time,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.696,,,,,,,,,j,1,1.034,,0,20,20,59,1,Comets are alive,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.751,,,,,,,,,f,1,1.052,,0,21,21,25,1,Space is infinite,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.755,,,,,,,,,f,1,1.485,,0,22,22,55,1,Concrete is composed of matter,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.72,,,,,,,,,f,1,1.632,,0,23,23,37,1,Numbers can go on forever,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.702,,,,,,,,,f,1,1.797,,0,24,24,17,1,Time is infinite,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.723,,,,,,,,,f,1,1.482,,0,25,25,31,1,Space can always be further divided,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.801,,,,,,,,,j,1,1.652,,0,26,26,86,1,Words have a molecular structure,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.691,,,,,,,,,f,1,1.183,,0,27,27,107,1,A pencil is used to write,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.719,,,,,,,,,j,1,1.352,,0,28,28,85,1,Thoughts are composed of matter,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.285,,,,,,,,,f,1,1.47,,0,29,29,47,1,The number five can always be further divided,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.75,,,,,,,,,f,1,1.566,,0,30,30,74,1,Foam is composed of matter,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.686,,,,,,,,,j,1,1.416,,0,31,31,83,1,Songs can be put in a container,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.669,,,,,,,,,j,1,1.349,,0,32,32,114,1,Lightbulbs are made of clay,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.87,,,,,,,,,f,0,1.249,,0,33,33,6,1,A minute cannot always be further divided,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.716,,,,,,,,,j,0,1.702,,0,34,34,12,1,An inch cannot go on forever,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.735,,,,,,,,,f,1,1.536,,0,35,35,23,1,Time can always be further divided,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.705,,,,,,,,,j,0,1.769,,0,36,36,44,1,The number five cannot go on forever,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.872,,,,,,,,,j,1,1.634,,0,37,37,123,1,Mississippi is a country,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.648,,,,,,,,,f,1,2.051,,0,38,38,4,1,A minute cannot go on forever,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.595,,,,,,,,,j,1,1.327,,0,39,39,122,1,The Earth is a star,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.203,,,,,,,,,j,1,1.721,space,0,40,40,116,1,Fish cannot swim in the ocean,j,1.417,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.953,,,,,,,,,j,1,1.599,,0,41,41,28,1,Space cannot go on forever,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.434,,,,,,,,,j,1,1.117,,0,42,42,81,1,Tables reproduce,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.601,,,,,,,,,j,1,1.469,,0,43,43,9,1,An inch is infinite,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.604,,,,,,,,,j,1,1.572,,0,44,44,124,1,The president of the United States is Oprah,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.696,,,,,,,,,j,1,1.499,,0,45,45,18,1,Time has an end,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.68,,,,,,,,,f,1,1.152,,0,46,46,35,1,Numbers are endless,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.568,,,,,,,,,j,0,1.316,,0,47,47,49,1,Pelicans are alive,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.668,,,,,,,,,f,1,1.287,,0,48,48,21,1,Time can go on forever,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.586,,,,,,,,,f,1,1.067,,0,49,49,19,1,Time is endless,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.57,,,,,,,,,j,1,1.251,,0,50,50,110,1,A triangle is an animal,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.65,,,,,,,,,f,1,1.22,,0,51,51,29,1,Space can go on forever,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.719,,,,,,,,,f,1,1.617,,0,52,52,39,1,Numbers can always be further divided,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.538,,,,,,,,,j,1,1.802,,0,53,53,30,1,Space cannot always be further divided,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.669,,,,,,,,,f,1,1.086,,0,54,54,52,1,Frogs reproduce,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.586,,,,,,,,,f,1,1.419,,0,55,55,76,1,Pollen has a molecular structure,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.668,,,,,,,,,f,1,0.964,,0,56,56,94,1,Orange is a color,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.803,,,,,,,,,j,1,1.597,,0,57,57,20,1,Time cannot go on forever,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.686,,,,,,,,,f,1,0.957,,0,58,58,103,1,The United States is a country,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.603,,,,,,,,,j,1,1.334,,0,59,59,36,1,Numbers cannot go on forever,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.652,,,,,,,,,f,1,1.165,,0,60,60,96,1,Fish can swim in the ocean,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.638,,,,,,,,,f,1,1.368,,0,61,61,10,1,An inch has an end,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.635,,,,,,,,,j,1,1.35,,0,62,62,87,1,Dreams have a molecular structure,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.618,,,,,,,,,f,1,1.037,,0,63,63,33,1,Numbers are infinite,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.621,,,,,,,,,f,1,1.233,,0,64,64,50,1,Turtles need nutrients,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.535,,,,,,,,,f,1,2.067,,0,65,65,98,1,A clock is used to tell time,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.651,,,,,,,,,j,1,1.485,,0,66,66,45,1,The number five can go on forever,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.633,,,,,,,,,j,1,0.937,,0,67,67,120,1,A truck is an animal,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.036,,,,,,,,,f,0,2.085,,0,68,68,46,1,The number five cannot always be further divided,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.635,,,,,,,,,j,1,1.133,,0,69,69,113,1,Magenta is a shape,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.854,,,,,,,,,j,0,1.15,,0,70,70,90,1,A triangle is not an animal,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.521,,,,,,,,,j,1,1.202,,0,71,71,109,1,A square is a color,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.551,,,,,,,,,j,1,1.549,,0,72,72,13,1,An inch can go on forever,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.767,,,,,,,,,f,0,2.382,,0,73,73,22,1,Time cannot always be further divided,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.685,,,,,,,,,j,1,2.233,,0,74,74,43,1,The number five is endless,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.818,,,,,,,,,f,1,1.502,,0,75,75,88,1,This sentence is written in English,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.636,,,,,,,,,f,1,1.134,,0,76,76,104,1,The United States has a president,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.483,,,,,,,,,j,1,1.349,,0,77,77,108,1,This sentence is written in Spanish,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.567,,,,,,,,,j,1,0.95,,0,78,78,79,1,Forks are alive,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.572,,,,,,,,,j,1,1.085,,0,79,79,11,1,An inch is endless,j,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.549,,,,,,,,,f,1,1.5,,0,80,80,75,1,Frost is composed of matter,f,,
,,,,,,,,2286,2022-04-06_19h11.29.144,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,
