INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,f,0,1.5239,space,3.8903,0,5,5,7,1,The Earth is a star,j,,,,,,,,,,,,,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,j,0,1.375,space,1.1585,0,6,6,2,1,Magenta is a color,f,,,,,,,,,,,,,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,f,0,1.3167,space,2.5729,0,7,7,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,f,1,1.804,space,2.4863,0,8,8,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,j,1,1.3144,space,1.7857,0,9,9,5,1,A truck is an animal,j,,,,,,,,,,,,,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.7527,,,,,,,,,f,1,1.7999,,0,0,0,72,1,Mushrooms reproduce,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.4486,,,,,,,,,j,1,1.4269,,0,1,1,86,1,Words have a molecular structure,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.3987,,,,,,,,,f,1,1.0738,,0,2,2,51,1,Tigers reproduce,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.0344,,,,,,,,,f,1,1.3687,,0,3,3,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.2412,,,,,,,,,f,0,1.1557,,0,4,4,26,1,Space has an end,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.0732,,,,,,,,,j,1,1.6021,,0,5,5,114,1,Lightbulbs are made of clay,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.1216,,,,,,,,,j,1,1.7605,,0,6,6,46,1,The number five cannot always be further divided,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.8075,,,,,,,,,j,0,1.2434,,0,7,7,93,1,Magenta is a color,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8017,,,,,,,,,j,1,1.7397,,0,8,8,84,1,Silence is composed of matter,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.0002,,,,,,,,,f,0,1.5262,,0,9,9,80,1,Mittens need nutrients,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.1156,,,,,,,,,j,1,1.6251,,0,10,10,66,1,Music has a molecular structure,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,2.0009,,,,,,,,,j,0,1.6054,,0,11,11,55,1,Concrete is composed of matter,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,2.5924,,,,,,,,,f,0,1.7714,,0,12,12,65,1,Shadows are composed of matter,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.01,,,,,,,,,j,1,1.1051,,0,13,13,115,1,Yellow is an animal,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9348,,,,,,,,,j,0,1.3419,,0,14,14,29,1,Space can go on forever,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8104,,,,,,,,,f,1,1.464,,0,15,15,96,1,Fish can swim in the ocean,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,2.2178,,,,,,,,,j,0,1.1036,,0,16,16,90,1,A triangle is not an animal,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8205,,,,,,,,,j,0,1.6524,,0,17,17,54,1,Dumbells are composed of matter,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8067,,,,,,,,,f,1,1.5652,,0,18,18,37,1,Numbers can go on forever,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5991,,,,,,,,,j,1,1.6662,,0,19,19,67,1,Gravity has a molecular structure,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.4178,,,,,,,,,f,1,1.6063,,0,20,20,27,1,Space is endless,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,2.9085,,,,,,,,,f,1,1.5583,,0,21,21,71,1,Oaks reproduce,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.4987,,,,,,,,,j,1,1.6052,,0,22,22,87,1,Dreams have a molecular structure,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.4249,,,,,,,,,j,0,1.607,,0,23,23,10,1,An inch has an end,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.782,,,,,,,,,j,1,1.4667,,0,24,24,126,1,Humans can breathe water,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9504,,,,,,,,,j,1,1.7013,,0,25,25,36,1,Numbers cannot go on forever,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8449,,,,,,,,,j,1,1.5577,,0,26,26,5,1,A minute can go on forever,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9856,,,,,,,,,j,1,1.5271,,0,27,27,59,1,Comets are alive,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8593,,,,,,,,,j,1,1.2565,,0,28,28,3,1,A minute is endless,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8163,,,,,,,,,j,1,1.4025,,0,29,29,60,1,Robots need nutrients,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.6868,,,,,,,,,f,0,1.6498,,0,30,30,116,1,Fish cannot swim in the ocean,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6705,,,,,,,,,f,1,1.072,,0,31,31,68,1,Algae is alive,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.7739,,,,,,,,,j,1,1.5665,,0,32,32,63,1,Color can be put in a container,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.3948,,,,,,,,,j,0,1.2439,,0,33,33,53,1,Bricks can be put in a container,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9195,,,,,,,,,j,0,1.5323,,0,34,34,73,1,Bubbles can be put in a container,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9608,,,,,,,,,j,1,1.444,,0,35,35,64,1,Echoes are composed of matter,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9901,,,,,,,,,j,1,1.3388,,0,36,36,119,1,A motorcycle is a person,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9684,,,,,,,,,j,1,1.153,,0,37,37,1,1,A minute is infinite,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.1623,,,,,,,,,j,1,1.451,,0,38,38,28,1,Space cannot go on forever,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.1519,,,,,,,,,j,1,1.4887,,0,39,39,112,1,Dinosaurs are not extinct,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.4189,,,,,,,,,f,1,1.569,space,0,40,40,21,1,Time can go on forever,f,5.3504,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6843,,,,,,,,,j,0,1.5528,,0,41,41,106,1,Humans cannot breathe water,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6838,,,,,,,,,j,0,1.5716,,0,42,42,57,1,Rocks have a molecular structure,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6679,,,,,,,,,f,1,1.4518,,0,43,43,101,1,Jupiter is in our solar system,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.7364,,,,,,,,,j,1,1.3924,,0,44,44,16,1,Time is finite,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.2694,,,,,,,,,j,1,1.5194,,0,45,45,43,1,The number five is endless,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6869,,,,,,,,,j,1,1.9002,,0,46,46,6,1,A minute cannot always be further divided,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5764,,,,,,,,,f,1,1.2584,,0,47,47,94,1,Orange is a color,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8539,,,,,,,,,j,1,1.4775,,0,48,48,41,1,The number five is infinite,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.7664,,,,,,,,,f,0,1.5833,,0,49,49,78,1,Hammers are alive,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.0917,,,,,,,,,j,0,1.2339,,0,50,50,102,1,The Earth is a planet,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5434,,,,,,,,,j,1,1.7833,,0,51,51,125,1,There are ninty states in the United States,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5138,,,,,,,,,f,1,1.6616,,0,52,52,97,1,Dolphins can swim in the ocean,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.7347,,,,,,,,,j,1,1.2983,,0,53,53,81,1,Tables reproduce,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.576,,,,,,,,,j,1,1.4359,,0,54,54,85,1,Thoughts are composed of matter,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6863,,,,,,,,,f,1,1.3562,,0,55,55,107,1,A pencil is used to write,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.1865,,,,,,,,,j,1,1.0458,,0,56,56,123,1,Mississippi is a country,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8335,,,,,,,,,f,0,1.2412,,0,57,57,121,1,Jupiter is the planet we live on,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9196,,,,,,,,,f,1,1.7522,,0,58,58,42,1,The number five has an end,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.3787,,,,,,,,,j,1,1.5011,,0,59,59,34,1,Numbers have an end,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.7004,,,,,,,,,j,1,1.0733,,0,60,60,9,1,An inch is infinite,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.8008,,,,,,,,,j,1,1.2419,,0,61,61,111,1,A circle is a flavor,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6009,,,,,,,,,j,1,1.2851,,0,62,62,45,1,The number five can go on forever,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6416,,,,,,,,,j,1,1.4772,,0,63,63,127,1,A zebra is used to write,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,1.0547,,,,,,,,,j,0,1.1603,,0,64,64,0,1,A minute is finite,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.6698,,,,,,,,,f,1,1.355,,0,65,65,35,1,Numbers are endless,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5781,,,,,,,,,j,1,1.0551,,0,66,66,82,1,Stones reproduce,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5918,,,,,,,,,f,1,1.0256,,0,67,67,95,1,Yellow is a color,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.4975,,,,,,,,,f,0,1.6005,,0,68,68,14,1,An inch cannot always be further divided,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.9184,,,,,,,,,j,0,1.7935,,0,69,69,15,1,An inch can be always further divided,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5085,,,,,,,,,f,1,1.257,,0,70,70,50,1,Turtles need nutrients,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5158,,,,,,,,,j,1,0.9985,,0,71,71,62,1,Helicopters reproduce,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.4697,,,,,,,,,f,1,0.9159,,0,72,72,49,1,Pelicans are alive,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.3811,,,,,,,,,f,1,1.1102,,0,73,73,91,1,A circle is a shape,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.858,,,,,,,,,f,0,1.3533,,0,74,74,122,1,The Earth is a star,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5293,,,,,,,,,f,1,1.7258,,0,75,75,39,1,Numbers can always be further divided,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5061,,,,,,,,,j,1,1.5303,,0,76,76,13,1,An inch can go on forever,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.5527,,,,,,,,,f,0,2.0227,,0,77,77,38,1,Numbers cannot always be further divided,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.4906,,,,,,,,,f,0,1.6145,,0,78,78,20,1,Time cannot go on forever,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.7102,,,,,,,,,j,1,1.1478,,0,79,79,113,1,Magenta is a shape,j,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,space,0.4501,,,,,,,,,f,1,1.486,,0,80,80,7,1,A minute can always be further divided,f,,
,,,,,,,,2528,2022-04-06_19h10.24.804,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,61.44015729,,,,,,,,,,,,,,,,,,,,,,,,,,
