INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,INSTRESP.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,j,1,1.2603,space,0.194,0,5,5,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,j,1,1.2047,space,0.2106,0,6,6,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,j,0,1.2274,space,0.2067,0,7,7,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,j,1,1.4581,space,0.2738,0,8,8,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,f,1,1.3434,space,0.2517,0,9,9,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.265,,,,,,,,space,1.7659,j,1,2.1338,,0,0,0,84,1,Silence is composed of matter,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1987,,,,,,,,,,j,0,1.5087,,0,1,1,73,1,Bubbles can be put in a container,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3125,,,,,,,,,,j,0,1.6216,,0,2,2,10,1,An inch has an end,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,1.5613,,,,,,,,,,f,0,1.7369,,0,3,3,58,1,Clocks are alive,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2745,,,,,,,,,,f,1,1.2518,,0,4,4,96,1,Fish can swim in the ocean,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3298,,,,,,,,,,j,1,1.3337,,0,5,5,34,1,Numbers have an end,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2402,,,,,,,,,,j,1,1.381,,0,6,6,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2541,,,,,,,,,,j,1,2.8696,,0,7,7,30,1,Space cannot always be further divided,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2789,,,,,,,,,,f,0,1.6727,,0,8,8,16,1,Time is finite,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2532,,,,,,,,,,j,1,1.8806,,0,9,9,28,1,Space cannot go on forever,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2226,,,,,,,,,,f,1,0.9875,,0,10,10,105,1,There are fifty states in the United States,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,1.1144,,,,,,,,,,j,0,1.0852,,0,11,11,54,1,Dumbells are composed of matter,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2303,,,,,,,,,,f,1,1.0474,,0,12,12,104,1,The United States has a president,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1623,,,,,,,,,,f,1,0.9195,,0,13,13,100,1,A truck is a vehicle,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1901,,,,,,,,,,j,1,1.271,,0,14,14,66,1,Music has a molecular structure,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.5873,,,,,,,,,,f,1,1.3262,,0,15,15,4,1,A minute cannot go on forever,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1895,,,,,,,,,,f,1,0.8765,,0,16,16,103,1,The United States is a country,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.8933,,,,,,,,,,f,0,1.7212,,0,17,17,14,1,An inch cannot always be further divided,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2175,,,,,,,,,,f,1,1.7357,,0,18,18,15,1,An inch can be always further divided,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2264,,,,,,,,,,f,1,1.5749,,0,19,19,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1328,,,,,,,,,,f,1,0.9141,,0,20,20,68,1,Algae is alive,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1722,,,,,,,,,,j,1,0.8649,,0,21,21,110,1,A triangle is an animal,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.6835,,,,,,,,,,j,0,1.1007,,0,22,22,57,1,Rocks have a molecular structure,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,1.951,,,,,,,,,,f,0,0.8091,,0,23,23,124,1,The president of the United States is Oprah,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,1.251,,,,,,,,,,f,0,1.5146,,0,24,24,85,1,Thoughts are composed of matter,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,,,,,,,,,,,,j,0,1.9714,,0,25,25,75,1,Frost is composed of matter,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3179,,,,,,,,,,f,0,3.319,,0,26,26,18,1,Time has an end,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,1.2383,,,,,,,,,,f,0,1.4287,,0,27,27,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3943,,,,,,,,,,j,1,1.6099,,0,28,28,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1519,,,,,,,,,,f,1,1.4327,,0,29,29,35,1,Numbers are endless,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3435,,,,,,,,,,j,1,2.2692,,0,30,30,118,1,A horse is used to tell time,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2035,,,,,,,,,,j,1,1.1304,,0,31,31,123,1,Mississippi is a country,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1966,,,,,,,,,,f,0,1.5315,,0,32,32,24,1,Space is finite,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2758,,,,,,,,,,j,1,1.1486,,0,33,33,115,1,Yellow is an animal,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1897,,,,,,,,,,f,1,1.3455,,0,34,34,70,1,Grass needs nutrients,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1979,,,,,,,,,,j,1,1.6895,,0,35,35,20,1,Time cannot go on forever,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2282,,,,,,,,,,j,1,1.6499,,0,36,36,78,1,Hammers are alive,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2019,,,,,,,,,,f,1,1.0976,,0,37,37,27,1,Space is endless,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.7077,,,,,,,,,,j,0,1.3076,,0,38,38,44,1,The number five cannot go on forever,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2212,,,,,,,,,,f,1,1.481,,0,39,39,77,1,Saliva has a molecular structure,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,2.7273,,,,,,,,,,j,0,1.8054,space,0,40,40,42,1,The number five has an end,f,0.538,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3128,,,,,,,,,,f,1,1.7959,,0,41,41,47,1,The number five can always be further divided,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.131,,,,,,,,,,f,1,1.2169,,0,42,42,52,1,Frogs reproduce,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.0699,,,,,,,,,,f,1,0.9235,,0,43,43,94,1,Orange is a color,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1029,,,,,,,,,,f,1,0.8844,,0,44,44,98,1,A clock is used to tell time,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2041,,,,,,,,,,j,1,0.9437,,0,45,45,119,1,A motorcycle is a person,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2616,,,,,,,,,,j,1,1.5558,,0,46,46,22,1,Time cannot always be further divided,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1078,,,,,,,,,,j,1,1.3578,,0,47,47,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1653,,,,,,,,,,f,1,1.2437,,0,48,48,23,1,Time can always be further divided,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.166,,,,,,,,,,j,1,0.9768,,0,49,49,80,1,Mittens need nutrients,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.193,,,,,,,,,,j,1,1.4623,,0,50,50,63,1,Color can be put in a container,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1591,,,,,,,,,,f,1,1.207,,0,51,51,39,1,Numbers can always be further divided,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3392,,,,,,,,,,f,1,1.5537,,0,52,52,25,1,Space is infinite,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1908,,,,,,,,,,f,1,1.4234,,0,53,53,53,1,Bricks can be put in a container,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2979,,,,,,,,,,j,0,0.9248,,0,54,54,106,1,Humans cannot breathe water,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2454,,,,,,,,,,j,1,1.2175,,0,55,55,83,1,Songs can be put in a container,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1795,,,,,,,,,,j,1,1.2933,,0,56,56,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2051,,,,,,,,,,f,1,1.258,,0,57,57,55,1,Concrete is composed of matter,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1383,,,,,,,,,,f,1,0.8942,,0,58,58,49,1,Pelicans are alive,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2065,,,,,,,,,,j,1,0.963,,0,59,59,81,1,Tables reproduce,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1498,,,,,,,,,,f,1,1.076,,0,60,60,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,1.1171,,,,,,,,,,j,0,1.2607,,0,61,61,8,1,An inch is finite,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,1.0099,,,,,,,,,,j,1,1.5791,,0,62,62,32,1,Numbers are finite,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.344,,,,,,,,,,j,1,1.7153,,0,63,63,11,1,An inch is endless,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2183,,,,,,,,,,j,0,1.259,,0,64,64,19,1,Time is endless,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1525,,,,,,,,,,j,1,1.3736,,0,65,65,125,1,There are ninty states in the United States,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1385,,,,,,,,,,j,1,0.9863,,0,66,66,122,1,The Earth is a star,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.147,,,,,,,,,,f,1,0.7902,,0,67,67,102,1,The Earth is a planet,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1217,,,,,,,,,,f,0,1.3879,,0,68,68,1,1,A minute is infinite,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.191,,,,,,,,,,j,1,1.5619,,0,69,69,64,1,Echoes are composed of matter,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1558,,,,,,,,,,j,0,1.5362,,0,70,70,33,1,Numbers are infinite,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1459,,,,,,,,,,f,1,0.8755,,0,71,71,51,1,Tigers reproduce,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.3325,,,,,,,,,,f,1,1.1691,,0,72,72,71,1,Oaks reproduce,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2539,,,,,,,,,,j,1,1.2073,,0,73,73,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1921,,,,,,,,,,f,1,1.1057,,0,74,74,76,1,Pollen has a molecular structure,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1012,,,,,,,,,,j,0,1.1708,,0,75,75,21,1,Time can go on forever,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1811,,,,,,,,,,f,1,1.432,,0,76,76,7,1,A minute can always be further divided,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.0999,,,,,,,,,,f,1,1.7074,,0,77,77,12,1,An inch cannot go on forever,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.2087,,,,,,,,,,f,1,1.1321,,0,78,78,0,1,A minute is finite,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.148,,,,,,,,,,j,1,0.9766,,0,79,79,87,1,Dreams have a molecular structure,j,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,space,0.1527,,,,,,,,,,f,1,1.1222,,0,80,80,74,1,Foam is composed of matter,f,,,
,,,,,,,9870,2022-04-06_18h42.38.411,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.1921
