INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,12.9445,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,10.6922,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.8379,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.168,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.6143,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,f,1,1.5267,space,0.9941,0,0,0,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,j,1,1.2863,space,1.0965,0,1,1,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,j,1,0.9608,space,0.7996,0,2,2,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,f,1,0.9423,space,0.6986,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,1754,2022-04-06_19h33.50.698,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.86948452,j,1,1.124,space,0.6874,0,4,4,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
