INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,INSTRESP.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,j,1,0.899,space,0.438,0,5,5,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,f,1,0.92,space,0.48,0,6,6,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,f,1,0.934,space,0.409,0,7,7,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,j,1,0.858,space,0.531,0,8,8,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,f,1,1.374,space,0.411,0,9,9,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.581,,,,,,,,space,1.887,j,1,1.379,,0,0,0,64,1,Echoes are composed of matter,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.481,,,,,,,,,,f,1,1.272,,0,1,1,19,1,Time is endless,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.345,,,,,,,,,,f,1,0.911,,0,2,2,100,1,A truck is a vehicle,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.409,,,,,,,,,,j,1,1.079,,0,3,3,41,1,The number five is infinite,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.339,,,,,,,,,,j,1,0.892,,0,4,4,110,1,A triangle is an animal,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.4,,,,,,,,,,f,1,1.35,,0,5,5,12,1,An inch cannot go on forever,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.315,,,,,,,,,,f,1,1.47,,0,6,6,31,1,Space can always be further divided,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.272,,,,,,,,,,f,1,1.318,,0,7,7,53,1,Bricks can be put in a container,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.463,,,,,,,,,,f,0,1.659,,0,8,8,46,1,The number five cannot always be further divided,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.33,,,,,,,,,,f,1,1.068,,0,9,9,57,1,Rocks have a molecular structure,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.312,,,,,,,,,,j,1,1.057,,0,10,10,118,1,A horse is used to tell time,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.237,,,,,,,,,,f,1,1.028,,0,11,11,55,1,Concrete is composed of matter,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.499,,,,,,,,,,f,0,1.197,,0,12,12,24,1,Space is finite,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.288,,,,,,,,,,j,1,1.36,,0,13,13,45,1,The number five can go on forever,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.276,,,,,,,,,,j,1,1.346,,0,14,14,78,1,Hammers are alive,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.256,,,,,,,,,,f,1,1.252,,0,15,15,52,1,Frogs reproduce,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.282,,,,,,,,,,j,1,1.023,,0,16,16,86,1,Words have a molecular structure,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.5,,,,,,,,,,f,1,0.849,,0,17,17,102,1,The Earth is a planet,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.192,,,,,,,,,,f,0,1.207,,0,18,18,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.26,,,,,,,,,,j,1,1.397,,0,19,19,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.199,,,,,,,,,,j,1,0.83,,0,20,20,58,1,Clocks are alive,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.194,,,,,,,,,,f,1,1.171,,0,21,21,10,1,An inch has an end,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.17,,,,,,,,,,f,1,0.839,,0,22,22,93,1,Magenta is a color,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.181,,,,,,,,,,f,1,0.9,,0,23,23,51,1,Tigers reproduce,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.21,,,,,,,,,,f,1,0.741,,0,24,24,92,1,Dinosaurs are extinct,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.193,,,,,,,,,,j,1,0.816,,0,25,25,81,1,Tables reproduce,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.234,,,,,,,,,,f,1,1.328,,0,26,26,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.208,,,,,,,,,,j,1,1.05,,0,27,27,66,1,Music has a molecular structure,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.272,,,,,,,,,,j,1,1.13,,0,28,28,11,1,An inch is endless,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.221,,,,,,,,,,f,1,1.079,,0,29,29,101,1,Jupiter is in our solar system,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.263,,,,,,,,,,j,0,1.369,,0,30,30,7,1,A minute can always be further divided,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.262,,,,,,,,,,j,1,1.409,,0,31,31,79,1,Forks are alive,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.182,,,,,,,,,,j,1,0.798,,0,32,32,113,1,Magenta is a shape,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.17,,,,,,,,,,j,1,0.899,,0,33,33,60,1,Robots need nutrients,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.155,,,,,,,,,,j,1,0.868,,0,34,34,61,1,Sailboats reproduce,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.151,,,,,,,,,,j,1,0.952,,0,35,35,9,1,An inch is infinite,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.183,,,,,,,,,,f,1,1.11,,0,36,36,54,1,Dumbells are composed of matter,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.2,,,,,,,,,,f,1,1.131,,0,37,37,2,1,A minute has an end,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.223,,,,,,,,,,f,1,0.939,,0,38,38,70,1,Grass needs nutrients,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.193,,,,,,,,,,j,1,0.92,,0,39,39,115,1,Yellow is an animal,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.643,,,,,,,,,,j,1,0.998,space,0,40,40,32,1,Numbers are finite,j,0.093,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.223,,,,,,,,,,f,1,0.937,,0,41,41,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.213,,,,,,,,,,j,1,0.73,,0,42,42,120,1,A truck is an animal,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.313,,,,,,,,,,f,1,0.929,,0,43,43,4,1,A minute cannot go on forever,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.202,,,,,,,,,,j,1,0.857,,0,44,44,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.203,,,,,,,,,,f,1,0.869,,0,45,45,91,1,A circle is a shape,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.212,,,,,,,,,,f,1,1.071,,0,46,46,0,1,A minute is finite,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.224,,,,,,,,,,j,1,0.989,,0,47,47,65,1,Shadows are composed of matter,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.205,,,,,,,,,,j,1,1.059,,0,48,48,62,1,Helicopters reproduce,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.216,,,,,,,,,,f,1,0.93,,0,49,49,96,1,Fish can swim in the ocean,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.2,,,,,,,,,,j,1,1.061,,0,50,50,127,1,A zebra is used to write,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.23,,,,,,,,,,j,1,1,,0,51,51,1,1,A minute is infinite,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.201,,,,,,,,,,j,0,1.108,,0,52,52,35,1,Numbers are endless,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.201,,,,,,,,,,f,1,1.049,,0,53,53,97,1,Dolphins can swim in the ocean,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.21,,,,,,,,,,f,1,0.907,,0,54,54,50,1,Turtles need nutrients,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.222,,,,,,,,,,f,1,1.127,,0,55,55,105,1,There are fifty states in the United States,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.782,,,,,,,,,,f,0,1.129,,0,56,56,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.309,,,,,,,,,,j,0,1.821,,0,57,57,29,1,Space can go on forever,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.251,,,,,,,,,,j,1,0.963,,0,58,58,123,1,Mississippi is a country,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.26,,,,,,,,,,f,1,1.441,,0,59,59,39,1,Numbers can always be further divided,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.211,,,,,,,,,,f,1,1.08,,0,60,60,103,1,The United States is a country,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.622,,,,,,,,,,j,0,0.986,,0,61,61,42,1,The number five has an end,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.23,,,,,,,,,,f,1,1.18,,0,62,62,71,1,Oaks reproduce,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.27,,,,,,,,,,j,1,1.269,,0,63,63,26,1,Space has an end,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.231,,,,,,,,,,j,1,1.091,,0,64,64,111,1,A circle is a flavor,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.22,,,,,,,,,,j,1,1.198,,0,65,65,85,1,Thoughts are composed of matter,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.191,,,,,,,,,,j,1,1.07,,0,66,66,87,1,Dreams have a molecular structure,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.24,,,,,,,,,,f,1,1.039,,0,67,67,104,1,The United States has a president,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.171,,,,,,,,,,j,1,0.848,,0,68,68,82,1,Stones reproduce,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.25,,,,,,,,,,j,0,0.897,,0,69,69,76,1,Pollen has a molecular structure,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.301,,,,,,,,,,j,1,1.319,,0,70,70,28,1,Space cannot go on forever,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.232,,,,,,,,,,f,1,1.398,,0,71,71,95,1,Yellow is a color,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.162,,,,,,,,,,j,1,1.321,,0,72,72,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.197,,,,,,,,,,j,0,1.409,,0,73,73,33,1,Numbers are infinite,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.272,,,,,,,,,,j,1,1.507,,0,74,74,108,1,This sentence is written in Spanish,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.352,,,,,,,,,,j,1,1.42,,0,75,75,30,1,Space cannot always be further divided,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.23,,,,,,,,,,f,0,1.163,,0,76,76,18,1,Time has an end,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.186,,,,,,,,,,j,1,1.359,,0,77,77,22,1,Time cannot always be further divided,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.216,,,,,,,,,,f,1,0.942,,0,78,78,89,1,A square is a shape,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.19,,,,,,,,,,j,1,1,,0,79,79,109,1,A square is a color,j,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,space,0.154,,,,,,,,,,j,0,1.082,,0,80,80,17,1,Time is infinite,f,,,
,,,,,,,1890,2022-04-06_18h06.37.901,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.714
