INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,INSTRESP.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,26.564,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,7.391,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,9.577,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,j,0,1.827,space,2.141,0,0,0,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,j,1,1.59,space,1.34,0,1,1,8,1,Mississippi is a country,j,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,f,1,1.27,space,1.093,0,2,2,0,1,A circle is a shape,f,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,j,1,1.331,space,1.134,0,3,3,5,1,A truck is an animal,j,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,f,1,1.67,space,1.101,0,4,4,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,f,1,1.851,space,0.954,0,5,5,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,f,0,1.583,space,1.502,0,6,6,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,f,1,1.921,space,1.003,0,7,7,2,1,Magenta is a color,f,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,j,1,1.722,space,1.278,0,8,8,7,1,The Earth is a star,j,,,,,,,,,,,,,,
,,,,,,,2087,2022-04-06_19h56.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.03187721,,j,1,1.915,space,0.858,0,9,9,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,
