INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,0,,space,2.08,0,7,7,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,j,1,3.401,space,1.413,0,8,8,8,1,Mississippi is a country,j,,,,,,,,,,,,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,0,,space,3.261,0,9,9,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,2.006,,,,,,,,,,0,,0,0,0,72,1,Mushrooms reproduce,f,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.125,,,,,,,,,f,1,,0,1,1,50,1,Turtles need nutrients,f,2.389,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.968,,,,,,,,,j,1,,0,2,2,28,1,Space cannot go on forever,j,2.372,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.876,,,,,,,,,j,1,,0,3,3,79,1,Forks are alive,j,2.702,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.907,,,,,,,,,,0,,0,4,4,105,1,There are fifty states in the United States,f,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,2.325,,,,,,,,,j,1,,0,5,5,80,1,Mittens need nutrients,j,2.91,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.84,,,,,,,,,j,1,,0,6,6,126,1,Humans can breathe water,j,2.107,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.804,,,,,,,,,j,1,,0,7,7,63,1,Color can be put in a container,j,2.063,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.795,,,,,,,,,j,1,,0,8,8,114,1,Lightbulbs are made of clay,j,1.913,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.727,,,,,,,,,j,1,,0,9,9,82,1,Stones reproduce,j,1.902,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.125,,,,,,,,,f,1,,0,10,10,104,1,The United States has a president,f,2.153,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.77,,,,,,,,,j,1,,0,11,11,41,1,The number five is infinite,j,2.311,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.926,,,,,,,,,j,1,,0,12,12,3,1,A minute is endless,j,2.188,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,2.369,,,,,,,,,,0,,0,13,13,12,1,An inch cannot go on forever,f,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.847,,,,,,,,,,0,,0,14,14,67,1,Gravity has a molecular structure,j,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.983,,,,,,,,,j,1,,0,15,15,83,1,Songs can be put in a container,j,3.024,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.992,,,,,,,,,f,1,,0,16,16,48,1,Crocodiles are alive,f,1.883,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,2.182,,,,,,,,,,0,,0,17,17,30,1,Space cannot always be further divided,j,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.953,,,,,,,,,,0,,0,18,18,32,1,Numbers are finite,j,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.64,,,,,,,,,f,1,,0,19,19,4,1,A minute cannot go on forever,f,3.891,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.185,,,,,,,,,j,1,,0,20,20,61,1,Sailboats reproduce,j,2.112,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.055,,,,,,,,,j,1,,0,21,21,108,1,This sentence is written in Spanish,j,2.873,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,2.021,,,,,,,,,j,0,,0,22,22,0,1,A minute is finite,f,2.487,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.348,,,,,,,,,j,1,,0,23,23,11,1,An inch is endless,j,3.692,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,4.708,,,,,,,,,f,1,,0,24,24,100,1,A truck is a vehicle,f,2.115,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.731,,,,,,,,,,0,,0,25,25,13,1,An inch can go on forever,j,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,2.089,,,,,,,,,,0,,0,26,26,2,1,A minute has an end,f,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.146,,,,,,,,,j,1,,0,27,27,45,1,The number five can go on forever,j,2.738,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.841,,,,,,,,,,0,,0,28,28,65,1,Shadows are composed of matter,j,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.666,,,,,,,,,j,1,,0,29,29,118,1,A horse is used to tell time,j,2.81,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.511,,,,,,,,,j,1,,0,30,30,86,1,Words have a molecular structure,j,3.275,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.611,,,,,,,,,j,1,,0,31,31,122,1,The Earth is a star,j,2.718,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.825,,,,,,,,,f,1,,0,32,32,56,1,Diamonds have a molecular structure,f,3.398,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.764,,,,,,,,,f,1,,0,33,33,52,1,Frogs reproduce,f,1.776,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.842,,,,,,,,,j,1,,0,34,34,120,1,A truck is an animal,j,2.022,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.463,,,,,,,,,j,1,,0,35,35,84,1,Silence is composed of matter,j,2.574,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.849,,,,,,,,,f,1,,0,36,36,68,1,Algae is alive,f,1.336,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.523,,,,,,,,,f,1,,0,37,37,25,1,Space is infinite,f,2.489,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.673,,,,,,,,,j,1,,0,38,38,113,1,Magenta is a shape,j,2.311,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.804,,,,,,,,,f,1,,0,39,39,42,1,The number five has an end,f,3.056,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,2.49,,,,,,,,,f,1,space,0,40,40,92,1,Dinosaurs are extinct,f,2.317,0.737,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.562,,,,,,,,,f,1,,0,41,41,49,1,Pelicans are alive,f,1.283,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.15,,,,,,,,,f,1,,0,42,42,94,1,Orange is a color,f,1.336,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.96,,,,,,,,,j,1,,0,43,43,123,1,Mississippi is a country,j,2.104,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.704,,,,,,,,,j,1,,0,44,44,121,1,Jupiter is the planet we live on,j,2.097,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.597,,,,,,,,,f,1,,0,45,45,55,1,Concrete is composed of matter,f,2.613,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.79,,,,,,,,,j,1,,0,46,46,110,1,A triangle is an animal,j,2.403,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.812,,,,,,,,,f,1,,0,47,47,96,1,Fish can swim in the ocean,f,1.574,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.769,,,,,,,,,f,1,,0,48,48,93,1,Magenta is a color,f,1.68,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.047,,,,,,,,,j,1,,0,49,49,36,1,Numbers cannot go on forever,j,2.61,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.829,,,,,,,,,f,1,,0,50,50,57,1,Rocks have a molecular structure,f,2.328,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.399,,,,,,,,,j,0,,0,51,51,47,1,The number five can always be further divided,f,2.933,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.667,,,,,,,,,f,1,,0,52,52,90,1,A triangle is not an animal,f,3.163,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.966,,,,,,,,,f,1,,0,53,53,19,1,Time is endless,f,2.659,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.05,,,,,,,,,,0,,0,54,54,35,1,Numbers are endless,f,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.605,,,,,,,,,,0,,0,55,55,58,1,Clocks are alive,j,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.034,,,,,,,,,f,0,,0,56,56,20,1,Time cannot go on forever,j,2.916,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.043,,,,,,,,,,0,,0,57,57,43,1,The number five is endless,j,,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.351,,,,,,,,,j,1,,0,58,58,24,1,Space is finite,j,3.391,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.703,,,,,,,,,j,1,,0,59,59,85,1,Thoughts are composed of matter,j,2.709,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.674,,,,,,,,,j,1,,0,60,60,119,1,A motorcycle is a person,j,1.834,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.918,,,,,,,,,f,1,,0,61,61,69,1,Bacteria are alive,f,1.846,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.752,,,,,,,,,j,1,,0,62,62,109,1,A square is a color,j,1.747,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.003,,,,,,,,,f,1,,0,63,63,74,1,Foam is composed of matter,f,2.147,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.045,,,,,,,,,j,1,,0,64,64,9,1,An inch is infinite,j,3.521,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,3.868,,,,,,,,,j,1,,0,65,65,46,1,The number five cannot always be further divided,j,2.484,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.085,,,,,,,,,j,1,,0,66,66,60,1,Robots need nutrients,j,1.989,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.921,,,,,,,,,f,1,,0,67,67,70,1,Grass needs nutrients,f,1.61,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.912,,,,,,,,,f,1,,0,68,68,31,1,Space can always be further divided,f,2.899,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.08,,,,,,,,,j,1,,0,69,69,87,1,Dreams have a molecular structure,j,1.934,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.882,,,,,,,,,f,1,,0,70,70,95,1,Yellow is a color,f,1.605,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.435,,,,,,,,,j,1,,0,71,71,26,1,Space has an end,j,1.852,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.269,,,,,,,,,f,1,,0,72,72,77,1,Saliva has a molecular structure,f,1.791,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.73,,,,,,,,,f,1,,0,73,73,21,1,Time can go on forever,f,1.797,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.759,,,,,,,,,f,1,,0,74,74,75,1,Frost is composed of matter,f,1.664,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.049,,,,,,,,,j,1,,0,75,75,5,1,A minute can go on forever,j,2.018,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.789,,,,,,,,,f,1,,0,76,76,91,1,A circle is a shape,f,1.438,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.075,,,,,,,,,f,1,,0,77,77,27,1,Space is endless,f,1.416,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.043,,,,,,,,,f,1,,0,78,78,107,1,A pencil is used to write,f,1.722,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,0.714,,,,,,,,,j,1,,0,79,79,116,1,Fish cannot swim in the ocean,j,1.869,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,space,1.316,,,,,,,,,f,0,,0,80,80,34,1,Numbers have an end,j,1.85,,
,,,,,,,,5183,2022-04-06_16h23.32.531,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,30.00120005,,,,,,,,,,,,,,,,,,,,,,,,,,
