INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,13.3568,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,14.3293,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,13.2554,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.2799,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.625,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,f,1,1.9676,space,1.3362,0,0,0,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,j,1,1.7695,space,0.8837,0,1,1,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,f,1,1.2671,space,0.776,0,2,2,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,f,1,1.4834,space,0.7486,0,3,3,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,j,1,1.4004,space,0.7003,0,4,4,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,f,1,1.4333,space,0.7241,0,5,5,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,j,1,1.2378,space,0.6167,0,6,6,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,j,1,1.9378,space,0.8334,0,7,7,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,j,1,1.7287,space,0.7503,0,8,8,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,f,1,1.5863,space,0.7323,0,9,9,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,3.5064,,,,,,,,,,0,,0,0,0,73,1,Bubbles can be put in a container,f,,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.93,,,,,,,,,f,0,,0,1,1,86,1,Words have a molecular structure,j,1.9226,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.6597,,,,,,,,,f,1,,0,2,2,99,1,A motorcycle is a vehicle,f,1.3378,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.8039,,,,,,,,,j,1,,0,3,3,110,1,A triangle is an animal,j,2.9042,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.6885,,,,,,,,,f,0,,0,4,4,14,1,An inch cannot always be further divided,j,2.642,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.734,,,,,,,,,j,1,,0,5,5,61,1,Sailboats reproduce,j,1.3076,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.6004,,,,,,,,,f,1,,0,6,6,2,1,A minute has an end,f,1.5466,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4508,,,,,,,,,j,1,,0,7,7,114,1,Lightbulbs are made of clay,j,1.1529,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.5004,,,,,,,,,j,1,,0,8,8,22,1,Time cannot always be further divided,j,2.2798,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.5173,,,,,,,,,f,1,,0,9,9,72,1,Mushrooms reproduce,f,1.9256,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4029,,,,,,,,,j,1,,0,10,10,85,1,Thoughts are composed of matter,j,1.3701,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4466,,,,,,,,,f,1,,0,11,11,53,1,Bricks can be put in a container,f,1.9055,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.5556,,,,,,,,,f,1,,0,12,12,71,1,Oaks reproduce,f,1.5336,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.359,,,,,,,,,f,1,,0,13,13,55,1,Concrete is composed of matter,f,1.7171,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4172,,,,,,,,,f,1,,0,14,14,89,1,A square is a shape,f,1.1596,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.3588,,,,,,,,,j,1,,0,15,15,82,1,Stones reproduce,j,0.983,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.319,,,,,,,,,j,1,,0,16,16,13,1,An inch can go on forever,j,1.6,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.3883,,,,,,,,,f,1,,0,17,17,51,1,Tigers reproduce,f,0.8967,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4932,,,,,,,,,f,1,,0,18,18,70,1,Grass needs nutrients,f,1.3642,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,2.58,,,,,,,,,j,1,,0,19,19,80,1,Mittens need nutrients,j,1.5364,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4004,,,,,,,,,j,0,,0,20,20,0,1,A minute is finite,f,1.1632,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.5554,,,,,,,,,j,1,,0,21,21,34,1,Numbers have an end,j,1.7301,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4799,,,,,,,,,f,1,,0,22,22,54,1,Dumbells are composed of matter,f,1.5504,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4168,,,,,,,,,j,0,,0,23,23,31,1,Space can always be further divided,f,2.473,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,1.0468,,,,,,,,,f,1,,0,24,24,21,1,Time can go on forever,f,2.3162,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.4543,,,,,,,,,f,1,,0,25,25,33,1,Numbers are infinite,f,1.3159,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.5632,,,,,,,,,f,1,,0,26,26,25,1,Space is infinite,f,2.2031,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.3006,,,,,,,,,j,1,,0,27,27,58,1,Clocks are alive,j,0.9801,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.1996,,,,,,,,,j,1,,0,28,28,84,1,Silence is composed of matter,j,1.3497,,,
,,,,,,,,7932,2022-04-06_20h06.40.717,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.11421701,,,,space,0.2299,,,,,,,,,j,1,,0,29,29,67,1,Gravity has a molecular structure,j,1.238,,,
