INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,endstudykey.keys,endstudykey.rt
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,j,1,1.5654,space,1.2595,0,5,5,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,f,1,1.9161,space,1.5507,0,6,6,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,f,1,1.5815,space,1.9499,0,7,7,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,f,1,1.3974,space,1.3325,0,8,8,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,j,1,1.3018,space,1.4465,0,9,9,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.9308,,,,,,,,space,1.7136,j,0,1.7049,,0,0,0,8,1,An inch is finite,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.9538,,,,,,,,,,f,1,1.2127,,0,1,1,107,1,A pencil is used to write,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.0678,,,,,,,,,,f,1,1.2827,,0,2,2,101,1,Jupiter is in our solar system,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.056,,,,,,,,,,f,1,1.053,,0,3,3,94,1,Orange is a color,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.0004,,,,,,,,,,j,1,1.5048,,0,4,4,5,1,A minute can go on forever,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.8178,,,,,,,,,,j,1,1.7166,,0,5,5,83,1,Songs can be put in a container,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.7294,,,,,,,,,,j,1,1.5312,,0,6,6,26,1,Space has an end,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.2734,,,,,,,,,,f,1,1.3857,,0,7,7,89,1,A square is a shape,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.249,,,,,,,,,,j,1,1.455,,0,8,8,67,1,Gravity has a molecular structure,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.6675,,,,,,,,,,j,1,1.2461,,0,9,9,86,1,Words have a molecular structure,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.8666,,,,,,,,,,f,1,0.988,,0,10,10,88,1,This sentence is written in English,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.1335,,,,,,,,,,j,1,1.0815,,0,11,11,1,1,A minute is infinite,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.0678,,,,,,,,,,j,0,1.738,,0,12,12,54,1,Dumbells are composed of matter,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.0686,,,,,,,,,,f,1,1.7416,,0,13,13,106,1,Humans cannot breathe water,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.3299,,,,,,,,,,j,0,1.7904,,0,14,14,73,1,Bubbles can be put in a container,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.2138,,,,,,,,,,j,0,2.9136,,0,15,15,47,1,The number five can always be further divided,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.0905,,,,,,,,,,f,1,1.4628,,0,16,16,27,1,Space is endless,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.9739,,,,,,,,,,f,1,2.0651,,0,17,17,44,1,The number five cannot go on forever,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.9248,,,,,,,,,,f,1,1.4162,,0,18,18,102,1,The Earth is a planet,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.7676,,,,,,,,,,f,1,1.3278,,0,19,19,52,1,Frogs reproduce,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.7358,,,,,,,,,,j,0,1.3463,,0,20,20,40,1,The number five is finite,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.9633,,,,,,,,,,j,1,2.5976,,0,21,21,46,1,The number five cannot always be further divided,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.6,,,,,,,,,,j,1,1.5265,,0,22,22,108,1,This sentence is written in Spanish,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.7672,,,,,,,,,,j,0,1.5459,,0,23,23,105,1,There are fifty states in the United States,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.2182,,,,,,,,,,f,0,1.3459,,0,24,24,60,1,Robots need nutrients,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.4962,,,,,,,,,,j,1,1.48,,0,25,25,61,1,Sailboats reproduce,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,3.5853,,,,,,,,,,j,0,2.1761,,0,26,26,15,1,An inch can be always further divided,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.1171,,,,,,,,,,f,1,1.4081,,0,27,27,29,1,Space can go on forever,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.9448,,,,,,,,,,j,1,1.6495,,0,28,28,65,1,Shadows are composed of matter,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.7908,,,,,,,,,,f,1,1.4675,,0,29,29,90,1,A triangle is not an animal,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,3.2841,,,,,,,,,,f,1,2.1931,,0,30,30,10,1,An inch has an end,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.8525,,,,,,,,,,f,1,1.2152,,0,31,31,71,1,Oaks reproduce,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.8849,,,,,,,,,,f,1,2.2837,,0,32,32,35,1,Numbers are endless,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,2.4318,,,,,,,,,,j,0,1.6533,,0,33,33,74,1,Foam is composed of matter,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.0201,,,,,,,,,,f,1,1.4165,,0,34,34,96,1,Fish can swim in the ocean,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.6411,,,,,,,,,,f,1,1.2895,,0,35,35,48,1,Crocodiles are alive,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.6519,,,,,,,,,,f,1,1.5889,,0,36,36,42,1,The number five has an end,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.6161,,,,,,,,,,j,1,1.7359,,0,37,37,9,1,An inch is infinite,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.6679,,,,,,,,,,f,0,2.1708,,0,38,38,14,1,An inch cannot always be further divided,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.6913,,,,,,,,,,j,1,2.3667,,0,39,39,11,1,An inch is endless,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,,,,f,1,1.3648,,0,40,40,33,1,Numbers are infinite,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.8154,,,,,,,,,,j,1,1.2812,,0,41,41,78,1,Hammers are alive,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.0506,,,,,,,,,,j,1,1.7325,,0,42,42,126,1,Humans can breathe water,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.6899,,,,,,,,,,f,1,1.1583,,0,43,43,25,1,Space is infinite,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.3192,,,,,,,,,,f,1,1.2037,,0,44,44,21,1,Time can go on forever,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.8203,,,,,,,,,,j,1,1.7964,,0,45,45,115,1,Yellow is an animal,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4555,,,,,,,,,,j,1,1.3932,,0,46,46,113,1,Magenta is a shape,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4689,,,,,,,,,,j,1,1.3976,,0,47,47,41,1,The number five is infinite,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.411,,,,,,,,,,j,1,1,,0,48,48,122,1,The Earth is a star,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3515,,,,,,,,,,j,1,1.0305,,0,49,49,82,1,Stones reproduce,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3287,,,,,,,,,,j,1,1.3933,,0,50,50,66,1,Music has a molecular structure,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3502,,,,,,,,,,j,1,1.0098,,0,51,51,110,1,A triangle is an animal,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.352,,,,,,,,,,j,1,0.9052,,0,52,52,119,1,A motorcycle is a person,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3025,,,,,,,,,,j,0,1.3566,,0,53,53,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3609,,,,,,,,,,j,1,1.3999,,0,54,54,84,1,Silence is composed of matter,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4012,,,,,,,,,,j,0,1.1629,,0,55,55,77,1,Saliva has a molecular structure,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3658,,,,,,,,,,j,1,1.3012,,0,56,56,116,1,Fish cannot swim in the ocean,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3525,,,,,,,,,,j,1,1.1631,,0,57,57,118,1,A horse is used to tell time,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.302,,,,,,,,,,j,1,1.0935,,0,58,58,111,1,A circle is a flavor,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4857,,,,,,,,,,f,1,1.8182,,0,59,59,12,1,An inch cannot go on forever,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.5756,,,,,,,,,,f,1,1.5111,,0,60,60,19,1,Time is endless,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4851,,,,,,,,,,j,1,1.2263,,0,61,61,45,1,The number five can go on forever,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4619,,,,,,,,,,j,1,1.705,,0,62,62,112,1,Dinosaurs are not extinct,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.295,,,,,,,,,,j,1,1.3252,,0,63,63,64,1,Echoes are composed of matter,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3703,,,,,,,,,,j,1,1.4133,,0,64,64,124,1,The president of the United States is Oprah,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4039,,,,,,,,,,f,1,1.1483,,0,65,65,98,1,A clock is used to tell time,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3771,,,,,,,,,,j,0,1.4085,,0,66,66,68,1,Algae is alive,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4377,,,,,,,,,,f,1,1.6328,,0,67,67,39,1,Numbers can always be further divided,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.2583,,,,,,,,,,j,1,1.1898,,0,68,68,87,1,Dreams have a molecular structure,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4164,,,,,,,,,,f,0,1.1765,,0,69,69,24,1,Space is finite,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4842,,,,,,,,,,j,1,1.5202,,0,70,70,63,1,Color can be put in a container,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4055,,,,,,,,,,j,0,1.6985,,0,71,71,0,1,A minute is finite,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.2923,,,,,,,,,,j,1,1.1586,,0,72,72,127,1,A zebra is used to write,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,1.5623,,,,,,,,,,j,1,1.3878,,0,73,73,30,1,Space cannot always be further divided,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.5183,,,,,,,,,,f,1,1.3709,,0,74,74,99,1,A motorcycle is a vehicle,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4181,,,,,,,,,,j,1,2.3507,,0,75,75,28,1,Space cannot go on forever,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3518,,,,,,,,,,j,1,1.4027,,0,76,76,16,1,Time is finite,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.5116,,,,,,,,,,f,1,1.5385,,0,77,77,4,1,A minute cannot go on forever,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3743,,,,,,,,,,j,0,1.3637,,0,78,78,55,1,Concrete is composed of matter,f,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.4242,,,,,,,,,,j,1,1.7075,,0,79,79,13,1,An inch can go on forever,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,space,0.3834,,,,,,,,,,f,0,2.3889,,0,80,80,22,1,Time cannot always be further divided,j,,
,,,,,,,,6426,2022-04-06_17h57.39.011,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,space,28.3364
