INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,endstudykey.keys,endstudykey.rt
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,f,1,1.1981,space,0.8018,0,5,5,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.2854,space,0.7201,0,6,6,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.3998,space,0.4538,0,7,7,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.0704,space,0.601,0,8,8,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.4173,space,0.7178,0,9,9,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.8357,,,,,,,,space,5.3355,j,1,1.2495,,0,0,0,43,1,The number five is endless,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.4352,,,,,,,,,,j,1,0.9006,,0,1,1,79,1,Forks are alive,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3169,,,,,,,,,,j,1,0.8444,,0,2,2,119,1,A motorcycle is a person,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.518,,,,,,,,,,j,1,1.5656,,0,3,3,84,1,Silence is composed of matter,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.5045,,,,,,,,,,f,0,1.2498,,0,4,4,32,1,Numbers are finite,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3154,,,,,,,,,,j,1,1.4828,,0,5,5,108,1,This sentence is written in Spanish,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3686,,,,,,,,,,f,1,1.4201,,0,6,6,50,1,Turtles need nutrients,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3781,,,,,,,,,,j,1,1.2812,,0,7,7,81,1,Tables reproduce,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3674,,,,,,,,,,j,1,1.3337,,0,8,8,61,1,Sailboats reproduce,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.317,,,,,,,,,,f,1,1.3274,,0,9,9,106,1,Humans cannot breathe water,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3842,,,,,,,,,,j,1,2.2788,,0,10,10,117,1,Dolphins cannot swim in the ocean,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.4134,,,,,,,,,,f,1,1.6822,,0,11,11,15,1,An inch can be always further divided,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2767,,,,,,,,,,f,1,1.2002,,0,12,12,89,1,A square is a shape,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3681,,,,,,,,,,j,1,0.9032,,0,13,13,78,1,Hammers are alive,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2673,,,,,,,,,,j,1,1.4258,,0,14,14,11,1,An inch is endless,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3184,,,,,,,,,,f,0,1.9691,,0,15,15,46,1,The number five cannot always be further divided,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.5831,,,,,,,,,,j,1,2.0187,,0,16,16,80,1,Mittens need nutrients,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2975,,,,,,,,,,j,1,1.7815,,0,17,17,20,1,Time cannot go on forever,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.7508,,,,,,,,,,f,0,1.2166,,0,18,18,1,1,A minute is infinite,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3167,,,,,,,,,,j,1,0.9172,,0,19,19,121,1,Jupiter is the planet we live on,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.326,,,,,,,,,,j,0,0.8161,,0,20,20,49,1,Pelicans are alive,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.6016,,,,,,,,,,f,1,1.5289,,0,21,21,37,1,Numbers can go on forever,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2583,,,,,,,,,,f,1,0.8191,,0,22,22,105,1,There are fifty states in the United States,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2917,,,,,,,,,,j,1,1.3827,,0,23,23,34,1,Numbers have an end,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3009,,,,,,,,,,f,1,1.2995,,0,24,24,68,1,Algae is alive,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2346,,,,,,,,,,j,0,1.3331,,0,25,25,44,1,The number five cannot go on forever,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2351,,,,,,,,,,j,1,1.55,,0,26,26,114,1,Lightbulbs are made of clay,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2009,,,,,,,,,,f,1,0.8333,,0,27,27,48,1,Crocodiles are alive,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.26,,,,,,,,,,j,1,1.3848,,0,28,28,24,1,Space is finite,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3519,,,,,,,,,,f,1,1.6689,,0,29,29,76,1,Pollen has a molecular structure,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2361,,,,,,,,,,j,1,1.2674,,0,30,30,26,1,Space has an end,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2174,,,,,,,,,,j,1,0.9335,,0,31,31,109,1,A square is a color,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2246,,,,,,,,,,f,1,0.8603,,0,32,32,88,1,This sentence is written in English,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3201,,,,,,,,,,f,1,1.5535,,0,33,33,17,1,Time is infinite,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2336,,,,,,,,,,j,1,1.0761,,0,34,34,113,1,Magenta is a shape,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.6176,,,,,,,,,,f,0,0.9838,,0,35,35,16,1,Time is finite,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2856,,,,,,,,,,j,1,1.1856,,0,36,36,110,1,A triangle is an animal,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.284,,,,,,,,,,f,1,1.1668,,0,37,37,99,1,A motorcycle is a vehicle,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3004,,,,,,,,,,f,1,1.1337,,0,38,38,104,1,The United States has a president,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2644,,,,,,,,,,j,0,1.8762,,0,39,39,10,1,An inch has an end,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,f,1,0.8817,,0,40,40,2,1,A minute has an end,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,1.1507,,,,,,,,,,,0,,,0,41,41,35,1,Numbers are endless,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.5416,,,,,,,,,,j,1,1.5332,,0,42,42,3,1,A minute is endless,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2534,,,,,,,,,,j,1,1.7183,,0,43,43,59,1,Comets are alive,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3004,,,,,,,,,,j,1,1.2774,,0,44,44,5,1,A minute can go on forever,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3006,,,,,,,,,,f,1,1.0335,,0,45,45,27,1,Space is endless,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.284,,,,,,,,,,f,1,1.0824,,0,46,46,33,1,Numbers are infinite,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3006,,,,,,,,,,f,1,1.0661,,0,47,47,21,1,Time can go on forever,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.256,,,,,,,,,,f,1,0.9191,,0,48,48,70,1,Grass needs nutrients,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2342,,,,,,,,,,j,1,0.8011,,0,49,49,62,1,Helicopters reproduce,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.269,,,,,,,,,,f,1,1.1527,,0,50,50,23,1,Time can always be further divided,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3002,,,,,,,,,,f,1,0.7665,,0,51,51,107,1,A pencil is used to write,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2794,,,,,,,,,,f,1,1.1163,,0,52,52,71,1,Oaks reproduce,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2304,,,,,,,,,,j,1,1.5176,,0,53,53,85,1,Thoughts are composed of matter,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2766,,,,,,,,,,f,1,1.0675,,0,54,54,102,1,The Earth is a planet,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2198,,,,,,,,,,f,1,0.6173,,0,55,55,103,1,The United States is a country,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3838,,,,,,,,,,f,1,1.1833,,0,56,56,72,1,Mushrooms reproduce,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2499,,,,,,,,,,f,1,1.1341,,0,57,57,31,1,Space can always be further divided,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2283,,,,,,,,,,j,1,0.8995,,0,58,58,120,1,A truck is an animal,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.9172,,,,,,,,,,f,0,1.034,,0,59,59,123,1,Mississippi is a country,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.267,,,,,,,,,,f,1,1.3098,,0,60,60,29,1,Space can go on forever,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.242,,,,,,,,,,f,1,1.933,,0,61,61,73,1,Bubbles can be put in a container,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.217,,,,,,,,,,f,0,0.9665,,0,62,62,22,1,Time cannot always be further divided,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.4171,,,,,,,,,,j,1,1.3677,,0,63,63,9,1,An inch is infinite,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3158,,,,,,,,,,f,1,1.4768,,0,64,64,54,1,Dumbells are composed of matter,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3178,,,,,,,,,,j,1,1.5333,,0,65,65,115,1,Yellow is an animal,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2678,,,,,,,,,,f,1,1.2591,,0,66,66,92,1,Dinosaurs are extinct,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2837,,,,,,,,,,j,1,0.9666,,0,67,67,58,1,Clocks are alive,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.4169,,,,,,,,,,f,0,1.2935,,0,68,68,67,1,Gravity has a molecular structure,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.4676,,,,,,,,,,f,1,1.6487,,0,69,69,8,1,An inch is finite,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.7502,,,,,,,,,,j,1,1.1505,,0,70,70,127,1,A zebra is used to write,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2838,,,,,,,,,,j,1,1.1678,,0,71,71,111,1,A circle is a flavor,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.5006,,,,,,,,,,f,1,1.5276,,0,72,72,75,1,Frost is composed of matter,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3172,,,,,,,,,,f,1,1.133,,0,73,73,40,1,The number five is finite,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2361,,,,,,,,,,f,1,1.017,,0,74,74,4,1,A minute cannot go on forever,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.913,,,,,,,,,,f,0,1.0137,,0,75,75,36,1,Numbers cannot go on forever,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3787,,,,,,,,,,j,1,1.4492,,0,76,76,83,1,Songs can be put in a container,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.517,,,,,,,,,,j,1,1.6265,,0,77,77,66,1,Music has a molecular structure,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3828,,,,,,,,,,f,0,2.15,,0,78,78,38,1,Numbers cannot always be further divided,j,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2849,,,,,,,,,,f,1,1.3169,,0,79,79,101,1,Jupiter is in our solar system,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.2673,,,,,,,,,,f,1,0.9659,,0,80,80,25,1,Space is infinite,f,,
,,,,,,,,8740,2022-04-06_20h55.00.884,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.1991
